Icon,Name,Description,SP,Exclusive
,Repel 4,"Inflicts Spd/Def-4 on foe during combat. If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +7. If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 5 (max 50%). If unit initiates combat, foe is moved 1 space away after combat.",300,No
,Res Cantrip 1,"If Sing or Dance is used, inflicts Res-3 on nearest foes within 4 spaces of unit through their next actions.",60,No
,Res Cantrip 2,"If Sing or Dance is used, inflicts Res-5 on nearest foes within 4 spaces of unit through their next actions.",120,No
,Res Cantrip 3,"If Sing or Dance is used, inflicts Res-7 on nearest foes within 4 spaces of unit through their next actions.",240,No
,Res Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-3 on foes in cardinal directions of unit through their next actions.",60,No
,Res Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-5 on foes in cardinal directions of unit through their next actions.",120,No
,Res Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Res-7 on foes in cardinal directions of unit through their next actions.",240,No
,Resonance 1,"Deals damage to unit as combat begins = 20% of X (X = unit's max HP before entering battle - 20; ""max HP before entering battle"" means unit's max HP excluding HP increases from Legendary Effects, Mythic Effects, Bonus Heroes, etc.; activates only when unit can attack in combat; effects that reduce damage ""during combat"" do not apply; will not reduce unit's HP below 1).Unit deals damage = unit's HP at start of combat - current HP, × 2 during combat (max 12, min 6; excluding area-of-effect Specials).",60,No
,Resonance 2,"Deals damage to unit as combat begins = 20% of X (X = unit's max HP before entering battle - 20; ""max HP before entering battle"" means unit's max HP excluding HP increases from Legendary Effects, Mythic Effects, Bonus Heroes, etc.; activates only when unit can attack in combat; effects that reduce damage ""during combat"" do not apply; will not reduce unit's HP below 1).Unit deals damage = unit's HP at start of combat - current HP, × 2 during combat (max 12, min 6; excluding area-of-effect Specials) and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by percentage = unit's HP at start of combat - current HP, × 4 during combat (max 24%, min 12%; excluding area-of-effect Specials).",120,No
,Resonance 3,"Deals damage to unit as combat begins = 20% of X (X = unit's max HP before entering battle - 20; ""max HP before entering battle"" means unit's max HP excluding HP increases from Legendary Effects, Mythic Effects, Bonus Heroes, etc.; activates only when unit can attack in combat; effects that reduce damage ""during combat"" do not apply; will not reduce unit's HP below 1).Unit deals damage = unit's HP at start of combat - current HP, × 2 during combat (max 12, min 6; excluding area-of-effect Specials) and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by percentage = unit's HP at start of combat - current HP, × 7 during combat (max 42%, min 21%; excluding area-of-effect Specials).",240,No
,Resonance 4,"Deals damage to unit as combat begins = 20% of X (X = unit's max HP before entering battle - 20; ""max HP before entering battle"" means unit's max HP excluding HP increases from Legendary Effects, Mythic Effects, Bonus Heroes, etc.; activates only when unit can attack in combat; effects that reduce damage ""during combat"" do not apply; will not reduce unit's HP below 1).Inflicts Spd/Res-4 on foe during combat.Unit deals damage = unit's HP at start of combat - current HP, × 2 during combat (max 12, min 6; excluding area-of-effect Specials) and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by percentage = unit's HP at start of combat - current HP, × 10 during combat (max 60%, min 30%; excluding area-of-effect Specials).",300,No
,Rockslide Dance 1,"If Sing or Dance is used, grants Spd+2 and Def+3 to target.",120,No
,Rockslide Dance 2,"If Sing or Dance is used, grants Spd+3 and Def+4 to target.",240,No
,Rockslide Dance 3,"If Sing or Dance is used, enables【Canto (１)】 on unit and grants Spd/Def+6 and【Dodge】 to target ally for 1 turn.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Dodge】If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",300,No
,Ruler of Nihility,"At start of turn, inflicts Atk/Def-7,【Discord】, and status preventing counterattacks on nearest foes within 5 spaces of unit and foes within 2 spaces of those foes through their next actions. At start of combat, if foe's HP ≥ 75% or 【Penalty】is active on foe, inflicts Atk/Def-5 on foe during combat, and also, if unit's attack can trigger unit's Special, grants Special cooldown count-1 to unit before unit's first attack during combat.【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,Yes
,S/D Far Trace 1,"Enables【Canto (Rem.)】.Inflicts Spd/Def-1 on foe during combat.【Canto (Rem.)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn. (If unit used a movement skill that warped them, its remaining movement is 0.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",60,No
,S/D Far Trace 2,"Enables【Canto (Rem.)】.Inflicts Spd/Def-2 on foe during combat.【Canto (Rem.)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn. (If unit used a movement skill that warped them, its remaining movement is 0.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",120,No
,S/D Far Trace 3,"Enables【Canto (Rem.)】.Inflicts Spd/Def-3 on foe during combat.【Canto (Rem.)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn. (If unit used a movement skill that warped them, its remaining movement is 0.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",240,No
,S/D Far Trace 4,"Enables【Canto (Rem.; Min １)】.Inflicts Spd/Def-4 on foe during combat and unit deals +7 damage including when dealing damage with a Special triggered before combat.【Canto (Rem.; Min １)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn (min. １; if unit used a movement skill that warped them, unit can move １ space(s)).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,S/D Near Trace 1,"Enables【Canto (Rem. +1)】.Inflicts Spd/Def-1 on foe during combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",60,No
